	precision	recall	f1	accuracy	support
AMBIENCE	0.2667	0.3333	0.2963	0.1739	23.0
FOOD	0.6226	0.75	0.6804	0.5156	64.0
GENERAL-IMPRESSION	0.3214	0.4286	0.3673	0.225	40.0
PRICE	0.375	0.375	0.375	0.2308	13.0
SERVICE	0.6364	0.6562	0.6462	0.4773	44.0
Micro-AVG	0.5109	0.5983	0.5512	0.3804	184.0
Macro-AVG	0.4444	0.5086	0.473		184
