	precision	recall	f1	accuracy	support
POSITIVE	0.7526	0.8172	0.7835	0.6441	340.0
NEUTRAL	0.6429	0.4737	0.5455	0.375	24.0
NEGATIVE	0.6918	0.7891	0.7372	0.5838	173.0
Micro-AVG	0.7295	0.7928	0.7598	0.6127	537.0
Macro-AVG	0.6958	0.6933	0.6887		537
