	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6857	0.9231	0.7869	0.6486	37.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	2.0
DRINKS#QUALITY	1.0	0.4	0.5714	0.4	5.0
DRINKS#STYLE_OPTIONS	1.0	1.0	1.0	1.0	4.0
FOOD#PRICES	0.5	0.2	0.2857	0.1667	12.0
FOOD#QUALITY	0.9167	0.6548	0.7639	0.618	89.0
FOOD#STYLE_OPTIONS	0.3684	0.5385	0.4375	0.28	25.0
LOCATION#GENERAL	0.3	1.0	0.4615	0.3	10.0
RESTAURANT#GENERAL	0.75	0.878	0.809	0.6792	53.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	11.0
RESTAURANT#PRICES	0.6	1.0	0.75	0.6	15.0
SERVICE#GENERAL	0.9091	0.9091	0.9091	0.8333	48.0
Micro-AVG	0.7541	0.7331	0.7434	0.5916	311.0
Macro-AVG	0.6692	0.7086	0.6479		311
