	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6875	0.4231	0.5238	0.3548	31.0
DRINKS#PRICES	0.5	1.0	0.6667	0.5	4.0
DRINKS#QUALITY	0.4	0.4	0.4	0.25	8.0
DRINKS#STYLE_OPTIONS	1.0	0.75	0.8571	0.75	4.0
FOOD#PRICES	1.0	0.2	0.3333	0.2	10.0
FOOD#QUALITY	0.8955	0.7143	0.7947	0.6593	91.0
FOOD#STYLE_OPTIONS	0.7143	0.3846	0.5	0.3333	15.0
LOCATION#GENERAL	0.6667	0.6667	0.6667	0.5	4.0
RESTAURANT#GENERAL	0.6	0.7317	0.6593	0.4918	61.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	10.0
RESTAURANT#PRICES	0.5	0.3333	0.4	0.25	12.0
SERVICE#GENERAL	0.8537	0.7955	0.8235	0.7	50.0
Micro-AVG	0.7598	0.6175	0.6813	0.5167	300.0
Macro-AVG	0.6515	0.5333	0.5521		300
