	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.2778	0.2326	0.2532	0.1449	69.0
DRINKS#PRICES	0.0	0.0	0.0	0.0	6.0
DRINKS#QUALITY	0.0	0.0	0.0	0.0	9.0
DRINKS#STYLE_OPTIONS	0.6	0.5	0.5455	0.375	8.0
FOOD#PRICES	0.1111	0.0625	0.08	0.0417	24.0
FOOD#QUALITY	0.5157	0.5467	0.5307	0.3612	227.0
FOOD#STYLE_OPTIONS	0.0	0.0	0.0	0.0	34.0
LOCATION#GENERAL	0.0	0.0	0.0	0.0	85.0
RESTAURANT#GENERAL	0.2989	0.3714	0.3312	0.1985	131.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	90.0
RESTAURANT#PRICES	0.3846	0.3571	0.3704	0.2273	22.0
SERVICE#GENERAL	0.2477	0.36	0.2935	0.172	157.0
Micro-AVG	0.2624	0.359	0.3031	0.1787	862.0
Macro-AVG	0.203	0.2025	0.2004		862
