	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.193	0.5116	0.2803	0.163	135.0
DRINKS#PRICES	0.0714	0.3333	0.1176	0.0625	16.0
DRINKS#QUALITY	0.1875	0.375	0.25	0.1429	21.0
DRINKS#STYLE_OPTIONS	0.3333	0.5	0.4	0.25	12.0
FOOD#PRICES	0.0857	0.1875	0.1176	0.0625	48.0
FOOD#QUALITY	0.4951	0.6733	0.5706	0.3992	253.0
FOOD#STYLE_OPTIONS	0.0441	0.1364	0.0667	0.0345	87.0
LOCATION#GENERAL	0.027	0.2	0.0476	0.0244	41.0
RESTAURANT#GENERAL	0.192	0.6143	0.2925	0.1713	251.0
RESTAURANT#MISCELLANEOUS	0.0294	0.0588	0.0392	0.02	50.0
RESTAURANT#PRICES	0.2083	0.3571	0.2632	0.1515	33.0
SERVICE#GENERAL	0.2778	0.6	0.3797	0.2344	192.0
Micro-AVG	0.2455	0.5385	0.3372	0.2028	1139.0
Macro-AVG	0.1787	0.3789	0.2354		1139
