	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8611	0.7209	0.7848	0.6458	48.0
DRINKS#PRICES	1.0	0.6667	0.8	0.6667	3.0
DRINKS#QUALITY	1.0	0.25	0.4	0.25	8.0
DRINKS#STYLE_OPTIONS	0.5556	0.8333	0.6667	0.5	10.0
FOOD#PRICES	0.6	0.5625	0.5806	0.4091	22.0
FOOD#QUALITY	0.9194	0.76	0.8321	0.7125	160.0
FOOD#STYLE_OPTIONS	0.8	0.5455	0.6486	0.48	25.0
LOCATION#GENERAL	1.0	0.4	0.5714	0.4	5.0
RESTAURANT#GENERAL	0.831	0.8429	0.8369	0.7195	82.0
RESTAURANT#MISCELLANEOUS	0.7	0.4118	0.5185	0.35	20.0
RESTAURANT#PRICES	1.0	0.0714	0.1333	0.0714	14.0
SERVICE#GENERAL	0.7191	0.8533	0.7805	0.64	100.0
Micro-AVG	0.8191	0.7179	0.7652	0.6197	497.0
Macro-AVG	0.8322	0.5765	0.6294		497
