	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8333	0.5814	0.6849	0.5208	48.0
DRINKS#PRICES	0.5	0.3333	0.4	0.25	4.0
DRINKS#QUALITY	1.0	0.375	0.5455	0.375	8.0
DRINKS#STYLE_OPTIONS	1.0	0.8333	0.9091	0.8333	6.0
FOOD#PRICES	1.0	0.625	0.7692	0.625	16.0
FOOD#QUALITY	0.8512	0.6867	0.7601	0.6131	168.0
FOOD#STYLE_OPTIONS	0.8333	0.4545	0.5882	0.4167	24.0
LOCATION#GENERAL	0.75	0.6	0.6667	0.5	6.0
RESTAURANT#GENERAL	0.8254	0.7429	0.782	0.642	81.0
RESTAURANT#MISCELLANEOUS	0.75	0.1765	0.2857	0.1667	18.0
RESTAURANT#PRICES	0.7143	0.3571	0.4762	0.3125	16.0
SERVICE#GENERAL	0.8824	0.8	0.8392	0.7229	83.0
Micro-AVG	0.8511	0.6527	0.7388	0.5858	478.0
Macro-AVG	0.8283	0.5471	0.6422		478
