	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8684	0.8049	0.8354	0.7174	46.0
DRINKS#PRICES	0.6667	0.6667	0.6667	0.5	4.0
DRINKS#QUALITY	0.8333	0.625	0.7143	0.5556	9.0
DRINKS#STYLE_OPTIONS	0.6	0.75	0.6667	0.5	6.0
FOOD#PRICES	0.8333	0.7692	0.8	0.6667	15.0
FOOD#QUALITY	0.9141	0.7905	0.8478	0.7358	159.0
FOOD#STYLE_OPTIONS	0.8667	0.5652	0.6842	0.52	25.0
LOCATION#GENERAL	0.8	1.0	0.8889	0.8	5.0
RESTAURANT#GENERAL	0.8529	0.8286	0.8406	0.725	80.0
RESTAURANT#MISCELLANEOUS	0.5	0.2667	0.3479	0.2105	19.0
RESTAURANT#PRICES	0.75	0.6429	0.6923	0.5294	17.0
SERVICE#GENERAL	0.9254	0.8158	0.8672	0.7654	81.0
Micro-AVG	0.8719	0.7637	0.8142	0.6867	466.0
Macro-AVG	0.7842	0.7105	0.7377		466
