	precision	recall	f1	accuracy	support
POSITIVE	0.7552	0.8571	0.803	0.6708	161.0
NEUTRAL	0.5	0.3636	0.4211	0.2667	15.0
NEGATIVE	0.6737	0.6809	0.6772	0.512	125.0
Micro-AVG	0.7154	0.7619	0.7379	0.5847	301.0
Macro-AVG	0.643	0.6339	0.6338		301
