	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6727	0.925	0.7789	0.6379	58.0
DRINKS#PRICES	1.0	0.6	0.75	0.6	5.0
DRINKS#QUALITY	0.7	0.875	0.7778	0.6364	11.0
DRINKS#STYLE_OPTIONS	1.0	0.2	0.3333	0.2	5.0
FOOD#PRICES	0.5909	0.9286	0.7222	0.5652	23.0
FOOD#QUALITY	0.7831	0.9155	0.8442	0.7303	178.0
FOOD#STYLE_OPTIONS	0.4074	0.5	0.449	0.2895	38.0
LOCATION#GENERAL	0.1176	0.4	0.1818	0.1	20.0
RESTAURANT#GENERAL	0.8214	0.6479	0.7244	0.5679	81.0
RESTAURANT#MISCELLANEOUS	0.6	0.1875	0.2857	0.1667	18.0
RESTAURANT#PRICES	0.6667	0.4615	0.5455	0.375	16.0
SERVICE#GENERAL	0.8072	0.8933	0.8481	0.7363	91.0
Micro-AVG	0.7181	0.7837	0.7494	0.5993	544.0
Macro-AVG	2.0417	1.8836	1.8102		544
