	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.3636	0.5	0.4211	0.2667	75.0
DRINKS#PRICES	0.6667	0.4	0.5	0.3333	6.0
DRINKS#QUALITY	0.7	0.875	0.7778	0.6364	11.0
DRINKS#STYLE_OPTIONS	0.0	0.0	0.0	0.0	6.0
FOOD#PRICES	0.1364	0.2143	0.1667	0.0909	33.0
FOOD#QUALITY	0.6205	0.7254	0.6688	0.5024	205.0
FOOD#STYLE_OPTIONS	0.2222	0.2727	0.2449	0.1395	43.0
LOCATION#GENERAL	0.0588	0.2	0.0909	0.0476	21.0
RESTAURANT#GENERAL	0.5	0.3944	0.4409	0.2828	99.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	21.0
RESTAURANT#PRICES	0.1111	0.0769	0.0909	0.0476	21.0
SERVICE#GENERAL	0.6747	0.7467	0.7089	0.549	102.0
Micro-AVG	0.5	0.5457	0.5218	0.353	643.0
Macro-AVG	0.3378	0.3671	0.3426		643
