	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7619	0.7442	0.7529	0.6038	53.0
DRINKS#PRICES	0.6667	0.6667	0.6667	0.5	4.0
DRINKS#QUALITY	0.7778	0.875	0.8235	0.7	10.0
DRINKS#STYLE_OPTIONS	0.7143	0.8333	0.7692	0.625	8.0
FOOD#PRICES	0.8	0.75	0.7742	0.6316	19.0
FOOD#QUALITY	0.9184	0.9	0.9091	0.8333	162.0
FOOD#STYLE_OPTIONS	0.6842	0.5909	0.6341	0.4643	28.0
LOCATION#GENERAL	0.6	0.6	0.6	0.4286	7.0
RESTAURANT#GENERAL	0.8438	0.7714	0.806	0.675	80.0
RESTAURANT#MISCELLANEOUS	0.3636	0.2353	0.2857	0.1667	24.0
RESTAURANT#PRICES	0.9091	0.7143	0.8	0.6667	15.0
SERVICE#GENERAL	0.8732	0.8267	0.8493	0.7381	84.0
Micro-AVG	0.8391	0.7902	0.8139	0.6862	494.0
Macro-AVG	0.7428	0.709	0.7226		494
