	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6522	0.5769	0.6122	0.4412	34.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	2.0
DRINKS#QUALITY	1.0	0.8	0.8889	0.8	5.0
DRINKS#STYLE_OPTIONS	0.3333	0.5	0.4	0.25	8.0
FOOD#PRICES	0.5714	0.4	0.4706	0.3077	13.0
FOOD#QUALITY	0.8889	0.8571	0.8727	0.7742	93.0
FOOD#STYLE_OPTIONS	0.5385	0.5385	0.5385	0.3684	19.0
LOCATION#GENERAL	0.5	0.3333	0.4	0.25	4.0
RESTAURANT#GENERAL	0.8	0.6829	0.7368	0.5833	48.0
RESTAURANT#MISCELLANEOUS	0.625	0.5	0.5556	0.3846	13.0
RESTAURANT#PRICES	0.9	1.0	0.9474	0.9	10.0
SERVICE#GENERAL	0.8372	0.8182	0.8276	0.7059	51.0
Micro-AVG	0.7906	0.7371	0.7629	0.6167	300.0
Macro-AVG	0.7205	0.6672	0.6875		300
