	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.1275	0.8125	0.2203	0.1238	105.0
AMBIENCE:NEUTRAL	0.025	1.0	0.0488	0.025	40.0
AMBIENCE:POSITIVE	0.4658	0.8095	0.5913	0.4198	81.0
FOOD:NEGATIVE	0.5392	0.7432	0.625	0.4545	121.0
FOOD:NEUTRAL	0.2778	0.6667	0.3922	0.2439	41.0
FOOD:POSITIVE	0.6094	0.6142	0.6118	0.4407	177.0
PRICE:NEGATIVE	0.2262	0.8636	0.3585	0.2184	87.0
PRICE:NEUTRAL	0.0426	1.0	0.0816	0.0426	47.0
PRICE:POSITIVE	1.0	0.8	0.8889	0.8	5.0
GENERAL-IMPRESSION:NEGATIVE	0.2655	0.7692	0.3947	0.2459	122.0
GENERAL-IMPRESSION:NEUTRAL	0.0938	1.0	0.1714	0.0938	32.0
GENERAL-IMPRESSION:POSITIVE	0.2281	0.8125	0.3562	0.2167	180.0
SERVICE:NEGATIVE	0.2994	0.8246	0.4393	0.2814	167.0
SERVICE:NEUTRAL	0.0476	1.0	0.0909	0.0476	21.0
SERVICE:POSITIVE	0.6824	0.7838	0.7296	0.5743	101.0
Micro-AVG	0.3297	0.749	0.4579	0.2969	1327.0
Macro-AVG	0.3287	0.8333	0.4		1327
