	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.5556	0.7143	0.625	0.4545	11.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
AMBIENCE:POSITIVE	0.8	0.8	0.8	0.6667	24.0
FOOD:NEGATIVE	0.8	0.8485	0.8235	0.7	40.0
FOOD:NEUTRAL	0.4286	0.6667	0.5217	0.3529	17.0
FOOD:POSITIVE	0.9375	0.9184	0.9278	0.8654	52.0
PRICE:NEGATIVE	0.7273	0.8	0.7619	0.6154	13.0
PRICE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
PRICE:POSITIVE	1.0	1.0	1.0	1.0	2.0
GENERAL-IMPRESSION:NEGATIVE	0.6296	0.9444	0.7556	0.6071	28.0
GENERAL-IMPRESSION:NEUTRAL	0.2	1.0	0.3333	0.2	5.0
GENERAL-IMPRESSION:POSITIVE	0.5833	0.9545	0.7241	0.5676	37.0
SERVICE:NEGATIVE	0.88	0.8462	0.8627	0.7586	29.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
SERVICE:POSITIVE	0.9667	0.8788	0.9206	0.8529	34.0
Micro-AVG	0.7585	0.8701	0.8105	0.6814	295.0
Macro-AVG	0.6339	0.7581	0.6704		295
