	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.4815	0.8125	0.6047	0.4333	30.0
AMBIENCE:NEUTRAL	0.0667	1.0	0.125	0.0667	15.0
AMBIENCE:POSITIVE	0.5217	0.8571	0.6486	0.48	75.0
FOOD:NEGATIVE	0.4255	0.8108	0.5581	0.3871	155.0
FOOD:NEUTRAL	0.36	0.6	0.45	0.2903	31.0
FOOD:POSITIVE	0.6369	0.8976	0.7451	0.5938	192.0
PRICE:NEGATIVE	0.7273	0.7273	0.7273	0.5714	28.0
PRICE:NEUTRAL	0.125	1.0	0.2222	0.125	16.0
PRICE:POSITIVE	0.4545	1.0	0.625	0.4545	11.0
GENERAL-IMPRESSION:NEGATIVE	0.2842	0.6923	0.403	0.2523	107.0
GENERAL-IMPRESSION:NEUTRAL	0.1	0.3333	0.1538	0.0833	12.0
GENERAL-IMPRESSION:POSITIVE	0.2542	0.625	0.3614	0.2206	136.0
SERVICE:NEGATIVE	0.418	0.8947	0.5698	0.3984	128.0
SERVICE:NEUTRAL	0.125	1.0	0.2222	0.125	8.0
SERVICE:POSITIVE	0.6346	0.8919	0.7416	0.5893	112.0
Micro-AVG	0.4491	0.8213	0.5806	0.4091	1056.0
Macro-AVG	0.3743	0.8095	0.4772		1056
