	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6757	0.5682	0.6173	0.4464	56.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	3.0
DRINKS#QUALITY	0.75	0.6667	0.7059	0.5455	11.0
DRINKS#STYLE_OPTIONS	0.8	0.6667	0.7273	0.5714	7.0
FOOD#PRICES	0.7857	0.7333	0.7586	0.6111	18.0
FOOD#QUALITY	0.7313	0.7656	0.7481	0.5976	164.0
FOOD#STYLE_OPTIONS	0.5238	0.4583	0.4889	0.3235	34.0
LOCATION#GENERAL	0.75	0.6	0.6667	0.5	6.0
RESTAURANT#GENERAL	0.7183	0.7183	0.7183	0.5604	91.0
RESTAURANT#MISCELLANEOUS	0.2857	0.2353	0.2581	0.1481	27.0
RESTAURANT#PRICES	0.9167	0.7857	0.8462	0.7333	15.0
SERVICE#GENERAL	0.7703	0.7215	0.7451	0.5938	96.0
Micro-AVG	0.7154	0.6843	0.6995	0.5379	528.0
Macro-AVG	0.7256	0.66	0.69		528
