	precision	recall	f1	accuracy	support
AMBIENCE	0.5161	0.5926	0.5517	0.381	42.0
FOOD	0.697	0.7582	0.7263	0.5702	121.0
GENERAL-IMPRESSION	0.7647	0.6341	0.6933	0.5306	49.0
PRICE	0.6364	0.5385	0.5833	0.4118	17.0
SERVICE	0.8462	0.7458	0.7928	0.6567	67.0
Micro-AVG	0.7137	0.7013	0.7074	0.5473	296.0
Macro-AVG	0.6921	0.6538	0.6695		296
