	precision	recall	f1	accuracy	support
POSITIVE	0.8125	0.8345	0.8233	0.6997	353.0
NEUTRAL	0.8571	0.5455	0.6667	0.5	24.0
NEGATIVE	0.7512	0.726	0.7384	0.5853	258.0
Micro-AVG	0.79	0.7795	0.7847	0.6457	635.0
Macro-AVG	0.8069	0.702	0.7428		635
