	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8409	0.8605	0.8506	0.74	50.0
DRINKS#PRICES	1.0	0.6667	0.8	0.6667	3.0
DRINKS#QUALITY	1.0	0.875	0.9333	0.875	8.0
DRINKS#STYLE_OPTIONS	1.0	1.0	1.0	1.0	6.0
FOOD#PRICES	0.9	0.5625	0.6923	0.5294	17.0
FOOD#QUALITY	0.9612	0.8267	0.8889	0.8	155.0
FOOD#STYLE_OPTIONS	0.625	0.6818	0.6522	0.4839	31.0
LOCATION#GENERAL	1.0	0.6	0.75	0.6	5.0
RESTAURANT#GENERAL	0.8571	0.8571	0.8571	0.75	80.0
RESTAURANT#MISCELLANEOUS	0.5263	0.5882	0.5555	0.3846	26.0
RESTAURANT#PRICES	0.7333	0.7857	0.7586	0.6111	18.0
SERVICE#GENERAL	0.9697	0.8533	0.9078	0.8312	77.0
Micro-AVG	0.881	0.8112	0.8447	0.7311	476.0
Macro-AVG	0.8678	0.7631	0.8039		476
