	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6346	0.7674	0.6947	0.5323	62.0
DRINKS#PRICES	0.1333	0.6667	0.2222	0.125	16.0
DRINKS#QUALITY	0.2778	0.625	0.3846	0.2381	21.0
DRINKS#STYLE_OPTIONS	0.5	0.1667	0.25	0.1429	7.0
FOOD#PRICES	0.6	0.5625	0.5806	0.4091	22.0
FOOD#QUALITY	0.5	0.8133	0.6193	0.4485	272.0
FOOD#STYLE_OPTIONS	0.4211	0.3636	0.3902	0.2424	33.0
LOCATION#GENERAL	0.6667	0.4	0.5	0.3333	6.0
RESTAURANT#GENERAL	0.6265	0.7429	0.6797	0.5149	101.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	18.0
RESTAURANT#PRICES	0.75	0.4286	0.5455	0.375	16.0
SERVICE#GENERAL	0.5895	0.7467	0.6588	0.4912	114.0
Micro-AVG	0.5333	0.69	0.6016	0.4302	688.0
Macro-AVG	0.475	0.5236	0.4605		688
