	precision	recall	f1	accuracy	support
POSITIVE	0.663	0.6325	0.6474	0.4786	374.0
NEUTRAL	0.1429	0.2353	0.1778	0.0976	41.0
NEGATIVE	0.6493	0.6744	0.6616	0.4943	176.0
Micro-AVG	0.625	0.6294	0.6272	0.4569	591.0
Macro-AVG	0.4851	0.5141	0.4956		591
