	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.3776	0.8605	0.5248	0.3558	104.0
DRINKS#PRICES	0.2143	1.0	0.3529	0.2143	14.0
DRINKS#QUALITY	0.3333	0.625	0.4348	0.2778	18.0
DRINKS#STYLE_OPTIONS	0.3333	0.5	0.4	0.25	12.0
FOOD#PRICES	0.4062	0.8125	0.5417	0.3714	35.0
FOOD#QUALITY	0.6768	0.8933	0.7701	0.6262	214.0
FOOD#STYLE_OPTIONS	0.2206	0.6818	0.3333	0.2	75.0
LOCATION#GENERAL	0.1176	0.8	0.2051	0.1143	35.0
RESTAURANT#GENERAL	0.2658	0.8429	0.4041	0.2532	233.0
RESTAURANT#MISCELLANEOUS	0.0606	0.1176	0.08	0.0417	48.0
RESTAURANT#PRICES	0.3478	0.5714	0.4324	0.2759	29.0
SERVICE#GENERAL	0.4474	0.9067	0.5991	0.4277	159.0
Micro-AVG	0.3909	0.8182	0.529	0.3596	976.0
Macro-AVG	0.9503	2.1529	1.2696		976
