	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.3571	0.814	0.4965	0.3302	106.0
DRINKS#PRICES	0.1429	0.6667	0.2353	0.1333	15.0
DRINKS#QUALITY	0.2667	0.5	0.3478	0.2105	19.0
DRINKS#STYLE_OPTIONS	0.3333	0.5	0.4	0.25	12.0
FOOD#PRICES	0.3438	0.6875	0.4583	0.2973	37.0
FOOD#QUALITY	0.6515	0.86	0.7414	0.589	219.0
FOOD#STYLE_OPTIONS	0.1765	0.5455	0.2667	0.1538	78.0
LOCATION#GENERAL	0.0882	0.6	0.1538	0.0833	36.0
RESTAURANT#GENERAL	0.2658	0.8429	0.4041	0.2532	233.0
RESTAURANT#MISCELLANEOUS	0.0303	0.0588	0.04	0.0204	49.0
RESTAURANT#PRICES	0.3478	0.5714	0.4324	0.2759	29.0
SERVICE#GENERAL	0.4145	0.84	0.5551	0.3841	164.0
Micro-AVG	0.3675	0.7692	0.4974	0.331	997.0
Macro-AVG	0.2849	0.6239	0.3776		997
