	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.75	0.5122	0.6087	0.4375	48.0
DRINKS#PRICES	1.0	0.3333	0.5	0.3333	3.0
DRINKS#QUALITY	0.6667	0.75	0.7059	0.5455	11.0
DRINKS#STYLE_OPTIONS	0.3333	0.25	0.2857	0.1667	6.0
FOOD#PRICES	0.625	0.3846	0.4762	0.3125	16.0
FOOD#QUALITY	0.7515	0.8493	0.7974	0.6631	187.0
FOOD#STYLE_OPTIONS	0.3333	0.4783	0.3929	0.2444	45.0
LOCATION#GENERAL	0.1034	0.75	0.1818	0.1	30.0
RESTAURANT#GENERAL	0.4793	0.8286	0.6073	0.4361	133.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	26.0
RESTAURANT#PRICES	0.3636	0.5714	0.4444	0.2857	28.0
SERVICE#GENERAL	0.7375	0.7763	0.7564	0.6082	97.0
Micro-AVG	0.5824	0.7122	0.6408	0.4714	630.0
Macro-AVG	0.512	0.5403	0.4797		630
