	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.75	0.75	0.75	0.6	20.0
AMBIENCE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
AMBIENCE:POSITIVE	0.7755	0.9048	0.8352	0.717	53.0
FOOD:NEGATIVE	0.8289	0.8514	0.84	0.7241	87.0
FOOD:NEUTRAL	0.7778	0.4667	0.5833	0.4118	17.0
FOOD:POSITIVE	0.8846	0.9055	0.8949	0.8099	142.0
PRICE:NEGATIVE	0.9444	0.7727	0.85	0.7391	23.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	2.0
PRICE:POSITIVE	0.625	1.0	0.7692	0.625	8.0
GENERAL-IMPRESSION:NEGATIVE	0.8421	0.8205	0.8312	0.7111	45.0
GENERAL-IMPRESSION:NEUTRAL	0.75	1.0	0.8571	0.75	4.0
GENERAL-IMPRESSION:POSITIVE	0.8723	0.8542	0.8632	0.7593	54.0
SERVICE:NEGATIVE	0.9074	0.8596	0.8829	0.7903	62.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
SERVICE:POSITIVE	0.9041	0.8919	0.898	0.8148	81.0
Micro-AVG	0.8585	0.8536	0.8561	0.7483	600.0
Macro-AVG	0.7241	0.7385	0.7237		600
