	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.2171	0.6512	0.3256	0.1944	144.0
DRINKS#PRICES	0.0769	0.6667	0.1379	0.0741	27.0
DRINKS#QUALITY	0.0909	0.25	0.1333	0.0714	28.0
DRINKS#STYLE_OPTIONS	0.125	0.6667	0.2105	0.1176	34.0
FOOD#PRICES	0.1875	0.375	0.25	0.1429	42.0
FOOD#QUALITY	0.2542	0.8133	0.3873	0.2402	508.0
FOOD#STYLE_OPTIONS	0.0508	0.2727	0.0857	0.0448	134.0
LOCATION#GENERAL	0.0275	0.6	0.0526	0.027	111.0
RESTAURANT#GENERAL	0.1889	0.7286	0.3	0.1765	289.0
RESTAURANT#MISCELLANEOUS	0.037	0.1176	0.0563	0.029	69.0
RESTAURANT#PRICES	0.1739	0.5714	0.2667	0.1538	52.0
SERVICE#GENERAL	0.1806	0.8667	0.2989	0.1757	370.0
Micro-AVG	0.1782	0.697	0.2838	0.1654	1808.0
Macro-AVG	0.1342	0.5483	0.2087		1808
