	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.2248	0.6744	0.3372	0.2028	143.0
DRINKS#PRICES	0.0769	0.6667	0.1379	0.0741	27.0
DRINKS#QUALITY	0.0909	0.25	0.1333	0.0714	28.0
DRINKS#STYLE_OPTIONS	0.125	0.6667	0.2105	0.1176	34.0
FOOD#PRICES	0.2188	0.4375	0.2917	0.1707	41.0
FOOD#QUALITY	0.2687	0.86	0.4095	0.2575	501.0
FOOD#STYLE_OPTIONS	0.0593	0.3182	0.1	0.0526	133.0
LOCATION#GENERAL	0.0459	1.0	0.0877	0.0459	109.0
RESTAURANT#GENERAL	0.1889	0.7286	0.3	0.1765	289.0
RESTAURANT#MISCELLANEOUS	0.037	0.1176	0.0563	0.029	69.0
RESTAURANT#PRICES	0.1739	0.5714	0.2667	0.1538	52.0
SERVICE#GENERAL	0.1861	0.8933	0.308	0.1821	368.0
Micro-AVG	0.1865	0.7296	0.2971	0.1745	1794.0
Macro-AVG	0.424	1.7961	0.6597		1794
