	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8571	0.4615	0.6	0.4286	28.0
DRINKS#PRICES	0.0	0.0	0.0	0.0	2.0
DRINKS#QUALITY	0.0	0.0	0.0	0.0	5.0
DRINKS#STYLE_OPTIONS	0.5	0.75	0.6	0.4286	7.0
FOOD#PRICES	0.0	0.0	0.0	0.0	10.0
FOOD#QUALITY	0.8636	0.2262	0.3585	0.2184	87.0
FOOD#STYLE_OPTIONS	0.2105	0.6154	0.3137	0.186	43.0
LOCATION#GENERAL	0.3	1.0	0.4615	0.3	10.0
RESTAURANT#GENERAL	0.8788	0.7073	0.7838	0.6444	45.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	10.0
RESTAURANT#PRICES	0.0	0.0	0.0	0.0	9.0
SERVICE#GENERAL	0.907	0.8864	0.8966	0.8125	48.0
Micro-AVG	0.6807	0.4502	0.542	0.3717	304.0
Macro-AVG	0.3764	0.3872	0.3345		304
