	precision	recall	f1	accuracy	support
POSITIVE	0.875	0.6774	0.7636	0.6176	68.0
NEUTRAL	0.0	0.0	0.0	0.0	5.0
NEGATIVE	0.8	0.64	0.7111	0.5517	58.0
Micro-AVG	0.8409	0.6325	0.722	0.5649	131.0
Macro-AVG	0.5583	0.4391	0.4916		131
