	precision	recall	f1	accuracy	support
POSITIVE	0.5011	0.777	0.6093	0.4381	525.0
NEUTRAL	0.375	0.1364	0.2	0.1111	27.0
NEGATIVE	0.3796	0.6442	0.4777	0.3138	427.0
Micro-AVG	0.4476	0.6977	0.5453	0.3749	979.0
Macro-AVG	0.4186	0.5192	0.429		979
