	precision	recall	f1	accuracy	support
POSITIVE	0.6851	0.6996	0.6923	0.5294	374.0
NEUTRAL	0.2667	0.2105	0.2353	0.1333	30.0
NEGATIVE	0.6719	0.6772	0.6745	0.5089	169.0
Micro-AVG	0.6667	0.6713	0.669	0.5026	573.0
Macro-AVG	0.5412	0.5291	0.534		573
