	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6042	0.6304	0.617	0.4462	65.0
DRINKS#PRICES	1.0	0.6667	0.8	0.6667	3.0
DRINKS#QUALITY	0.3333	0.4286	0.375	0.2308	13.0
DRINKS#STYLE_OPTIONS	1.0	0.4286	0.6	0.4286	7.0
FOOD#PRICES	0.6	0.8	0.6857	0.5217	23.0
FOOD#QUALITY	0.717	0.7651	0.7403	0.5876	194.0
FOOD#STYLE_OPTIONS	0.3704	0.4	0.3846	0.2381	42.0
LOCATION#GENERAL	1.0	0.2	0.3333	0.2	5.0
RESTAURANT#GENERAL	0.5909	0.7429	0.6582	0.4906	106.0
RESTAURANT#MISCELLANEOUS	0.2	0.0556	0.087	0.0455	22.0
RESTAURANT#PRICES	0.5455	0.4615	0.5	0.3333	18.0
SERVICE#GENERAL	0.9322	0.7746	0.8462	0.7333	75.0
Micro-AVG	0.6667	0.6713	0.669	0.5026	573.0
Macro-AVG	0.6578	0.5295	0.5523		573
