	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.2955	0.8125	0.4333	0.2766	47.0
AMBIENCE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
AMBIENCE:POSITIVE	0.6786	0.8636	0.76	0.6129	62.0
FOOD:NEGATIVE	0.3387	0.8182	0.4791	0.315	200.0
FOOD:NEUTRAL	0.6111	0.9167	0.7333	0.5789	19.0
FOOD:POSITIVE	0.55	0.898	0.6822	0.5176	170.0
PRICE:NEGATIVE	1.0	0.1	0.1818	0.1	20.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	2.0
PRICE:POSITIVE	0.3333	0.1667	0.2222	0.125	8.0
GENERAL-IMPRESSION:NEGATIVE	0.5593	0.8462	0.6735	0.5077	65.0
GENERAL-IMPRESSION:NEUTRAL	1.0	0.6667	0.8	0.6667	3.0
GENERAL-IMPRESSION:POSITIVE	0.7843	0.8333	0.8081	0.678	59.0
SERVICE:NEGATIVE	0.7963	0.7679	0.7818	0.6418	67.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
SERVICE:POSITIVE	0.9344	0.8507	0.8906	0.8028	71.0
Micro-AVG	0.5624	0.8	0.6605	0.4931	795.0
Macro-AVG	0.5921	0.636	0.5631		795
