	precision	recall	f1	accuracy	support
POSITIVE	0.7971	0.6707	0.7285	0.5729	96.0
NEUTRAL	0.625	0.625	0.625	0.4545	11.0
NEGATIVE	0.5965	0.7234	0.6538	0.4857	70.0
Micro-AVG	0.7015	0.6861	0.6937	0.5311	177.0
Macro-AVG	0.6729	0.673	0.6691		177
