	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.5652	0.8125	0.6667	0.5	26.0
AMBIENCE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
AMBIENCE:POSITIVE	0.3814	0.881	0.5324	0.3627	102.0
FOOD:NEGATIVE	0.3316	0.8514	0.4773	0.3134	201.0
FOOD:NEUTRAL	1.0	0.2	0.3333	0.2	15.0
FOOD:POSITIVE	0.3872	0.7165	0.5028	0.3358	271.0
PRICE:NEGATIVE	0.7619	0.7273	0.7442	0.5926	27.0
PRICE:NEUTRAL	0.25	1.0	0.4	0.25	8.0
PRICE:POSITIVE	1.0	0.6	0.75	0.6	5.0
GENERAL-IMPRESSION:NEGATIVE	0.6981	0.9487	0.8043	0.6727	55.0
GENERAL-IMPRESSION:NEUTRAL	1.0	0.3333	0.5	0.3333	3.0
GENERAL-IMPRESSION:POSITIVE	0.6667	0.875	0.7568	0.6087	69.0
SERVICE:NEGATIVE	0.5402	0.8246	0.6528	0.4845	97.0
SERVICE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
SERVICE:POSITIVE	0.8182	0.8514	0.8344	0.7159	88.0
Micro-AVG	0.4867	0.7985	0.6048	0.4334	969.0
Macro-AVG	0.6934	0.7748	0.6637		969
