	precision	recall	f1	accuracy	support
POSITIVE	0.8531	0.793	0.8219	0.6977	258.0
NEUTRAL	0.5	0.7333	0.5946	0.4231	26.0
NEGATIVE	0.6821	0.7574	0.7178	0.5598	184.0
Micro-AVG	0.7656	0.7778	0.7717	0.6282	468.0
Macro-AVG	0.6784	0.7612	0.7114		468
