	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.6667	0.875	0.7568	0.6087	23.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
AMBIENCE:POSITIVE	0.6774	0.5	0.5753	0.4038	52.0
FOOD:NEGATIVE	0.8197	0.6757	0.7407	0.5882	85.0
FOOD:NEUTRAL	1.0	0.3333	0.5	0.3333	15.0
FOOD:POSITIVE	0.9	0.5669	0.6957	0.5333	135.0
PRICE:NEGATIVE	1.0	0.4545	0.625	0.4545	22.0
PRICE:NEUTRAL	1.0	1.0	1.0	1.0	2.0
PRICE:POSITIVE	1.0	0.4	0.5714	0.4	5.0
GENERAL-IMPRESSION:NEGATIVE	0.8108	0.7692	0.7895	0.6522	46.0
GENERAL-IMPRESSION:NEUTRAL	0.0	0.0	0.0	0.0	3.0
GENERAL-IMPRESSION:POSITIVE	0.9189	0.7083	0.8	0.6667	51.0
SERVICE:NEGATIVE	0.907	0.6842	0.78	0.6393	61.0
SERVICE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
SERVICE:POSITIVE	1.0	0.4595	0.6296	0.4595	74.0
Micro-AVG	0.8626	0.597	0.7056	0.5451	576.0
Macro-AVG	0.78	0.5618	0.6309		576
