	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.8125	0.8125	0.8125	0.6842	19.0
AMBIENCE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
AMBIENCE:POSITIVE	0.85	0.8095	0.8293	0.7083	48.0
FOOD:NEGATIVE	0.9375	0.8108	0.8696	0.7692	78.0
FOOD:NEUTRAL	0.8571	0.8	0.8276	0.7059	17.0
FOOD:POSITIVE	0.7698	0.8425	0.8045	0.673	159.0
PRICE:NEGATIVE	0.9412	0.7273	0.8205	0.6957	23.0
PRICE:NEUTRAL	0.5	1.0	0.6667	0.5	4.0
PRICE:POSITIVE	1.0	1.0	1.0	1.0	5.0
GENERAL-IMPRESSION:NEGATIVE	0.8611	0.7949	0.8267	0.7045	44.0
GENERAL-IMPRESSION:NEUTRAL	0.6	1.0	0.75	0.6	5.0
GENERAL-IMPRESSION:POSITIVE	0.9048	0.7917	0.8445	0.7308	52.0
SERVICE:NEGATIVE	0.8909	0.8596	0.875	0.7778	63.0
SERVICE:NEUTRAL	0.5	1.0	0.6667	0.5	2.0
SERVICE:POSITIVE	0.9385	0.8243	0.8777	0.7821	78.0
Micro-AVG	0.8574	0.8232	0.84	0.7241	598.0
Macro-AVG	0.8242	0.8715	0.8314		598
