	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.5714	0.6512	0.6087	0.4375	64.0
DRINKS#PRICES	0.1818	0.6667	0.2857	0.1667	12.0
DRINKS#QUALITY	0.5714	0.5	0.5333	0.3636	11.0
DRINKS#STYLE_OPTIONS	0.5	0.6667	0.5714	0.4	10.0
FOOD#PRICES	0.4118	0.4375	0.4242	0.2692	26.0
FOOD#QUALITY	0.7288	0.86	0.789	0.6515	198.0
FOOD#STYLE_OPTIONS	0.25	0.2727	0.2609	0.15	40.0
LOCATION#GENERAL	0.0714	0.6	0.1277	0.0682	44.0
RESTAURANT#GENERAL	0.4245	0.6429	0.5114	0.3435	131.0
RESTAURANT#MISCELLANEOUS	0.1111	0.0588	0.0769	0.04	25.0
RESTAURANT#PRICES	0.6875	0.7857	0.7333	0.5789	19.0
SERVICE#GENERAL	0.6383	0.8	0.7101	0.5505	109.0
Micro-AVG	0.5357	0.6993	0.6067	0.4354	689.0
Macro-AVG	0.429	0.5785	0.4694		689
