	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.8	1.0	0.8889	0.8	5.0
AMBIENCE:NEUTRAL	0	0	0	0	0
AMBIENCE:POSITIVE	0.7143	0.625	0.6667	0.5	10.0
FOOD:NEGATIVE	0.85	0.9444	0.8947	0.8095	21.0
FOOD:NEUTRAL	1.0	1.0	1.0	1.0	3.0
FOOD:POSITIVE	0.8462	0.9565	0.898	0.8148	27.0
PRICE:NEGATIVE	0.625	0.8333	0.7143	0.5556	9.0
PRICE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
PRICE:POSITIVE	1.0	1.0	1.0	1.0	1.0
GENERAL-IMPRESSION:NEGATIVE	1.0	0.6667	0.8	0.6667	9.0
GENERAL-IMPRESSION:NEUTRAL	1.0	1.0	1.0	1.0	1.0
GENERAL-IMPRESSION:POSITIVE	0.7692	0.9091	0.8333	0.7143	14.0
SERVICE:NEGATIVE	1.0	0.9231	0.96	0.9231	13.0
SERVICE:NEUTRAL	0	0	0	0	0
SERVICE:POSITIVE	0.8889	0.8421	0.8649	0.7619	21.0
Micro-AVG	0.8512	0.8803	0.8655	0.763	135.0
Macro-AVG	0.7662	0.78	0.7681		135
