	precision	recall	f1	accuracy	support
AMBIENCE	0.7143	0.678	0.6957	0.5333	75.0
FOOD	0.6976	0.8009	0.7457	0.5945	291.0
GENERAL-IMPRESSION	0.9787	0.5111	0.6715	0.5055	91.0
PRICE	0.5758	0.6552	0.6129	0.4419	43.0
SERVICE	0.9804	0.7576	0.8547	0.7463	134.0
Micro-AVG	0.7778	0.7186	0.747	0.5962	634.0
Macro-AVG	2.3681	2.0417	2.1483		634
