	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.9722	0.814	0.8861	0.7955	44.0
DRINKS#PRICES	0.6667	0.6667	0.6667	0.5	4.0
DRINKS#QUALITY	0.8889	1.0	0.9412	0.8889	9.0
DRINKS#STYLE_OPTIONS	1.0	0.8333	0.9091	0.8333	6.0
FOOD#PRICES	0.8889	0.5	0.64	0.4706	17.0
FOOD#QUALITY	0.9137	0.8467	0.8789	0.784	162.0
FOOD#STYLE_OPTIONS	0.5172	0.6818	0.5882	0.4167	36.0
LOCATION#GENERAL	1.0	0.6	0.75	0.6	5.0
RESTAURANT#GENERAL	0.7711	0.9143	0.8366	0.7191	89.0
RESTAURANT#MISCELLANEOUS	0.4167	0.2941	0.3448	0.2083	24.0
RESTAURANT#PRICES	0.6875	0.7857	0.7333	0.5789	19.0
SERVICE#GENERAL	0.9571	0.8933	0.9241	0.859	78.0
Micro-AVG	0.8454	0.8159	0.8304	0.7099	493.0
Macro-AVG	0.8067	0.7358	0.7582		493
