	precision	recall	f1	accuracy	support
POSITIVE	0.1422	0.3902	0.2085	0.1164	275.0
NEUTRAL	0.0136	0.2222	0.0256	0.013	154.0
NEGATIVE	0.2353	0.3077	0.2667	0.1538	78.0
Micro-AVG	0.1868	0.6077	0.2857	0.1667	474.0
Macro-AVG	0.1304	0.3067	0.1669		474
