	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.1538	0.5714	0.2424	0.1379	58.0
DRINKS#PRICES	0.2222	1.0	0.3636	0.2222	9.0
DRINKS#QUALITY	0.1111	0.3333	0.1667	0.0909	11.0
DRINKS#STYLE_OPTIONS	0.0833	0.3333	0.1333	0.0714	14.0
FOOD#PRICES	0.25	0.8	0.381	0.2353	17.0
FOOD#QUALITY	0.4714	0.825	0.6	0.4286	77.0
FOOD#STYLE_OPTIONS	0.1429	0.2857	0.1905	0.1053	19.0
LOCATION#GENERAL	0.0345	1.0	0.0667	0.0345	58.0
RESTAURANT#GENERAL	0.1685	0.7143	0.2727	0.1579	95.0
RESTAURANT#MISCELLANEOUS	0.04	0.1667	0.0645	0.0333	30.0
RESTAURANT#PRICES	0.0667	0.2	0.1	0.0526	19.0
SERVICE#GENERAL	0.3519	0.8636	0.5	0.3333	57.0
Micro-AVG	0.2104	0.6846	0.3219	0.1918	464.0
Macro-AVG	0.5241	1.7733	0.7703		464
