	precision	recall	f1	accuracy	support
POSITIVE	0.775	0.7561	0.7654	0.62	100.0
NEUTRAL	0.4	0.4444	0.421	0.2667	15.0
NEGATIVE	0.7805	0.8205	0.8	0.6667	48.0
Micro-AVG	0.7481	0.7538	0.7509	0.6012	163.0
Macro-AVG	0.6518	0.6737	0.6621		163
