	precision	recall	f1	accuracy	support
POSITIVE	0.7744	0.7257	0.7493	0.5991	212.0
NEUTRAL	0.4167	0.4545	0.4348	0.2778	18.0
NEGATIVE	0.7123	0.7429	0.7273	0.5714	91.0
Micro-AVG	0.739	0.7188	0.7287	0.5732	321.0
Macro-AVG	0.6345	0.641	0.6371		321
