	precision	recall	f1	accuracy	support
POSITIVE	0.2463	0.4493	0.3182	0.1892	703.0
NEUTRAL	0.0909	0.6818	0.1604	0.0872	172.0
NEGATIVE	0.1745	0.4615	0.2533	0.145	662.0
Micro-AVG	0.3139	0.749	0.4424	0.2841	1387.0
Macro-AVG	0.1706	0.5309	0.244		1387
