	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.4096	0.8293	0.5484	0.3778	90.0
DRINKS#PRICES	0.4	0.6667	0.5	0.3333	6.0
DRINKS#QUALITY	0.8	0.5714	0.6667	0.5	8.0
DRINKS#STYLE_OPTIONS	0.75	0.75	0.75	0.6	5.0
FOOD#PRICES	0.6364	0.4118	0.5	0.3333	21.0
FOOD#QUALITY	0.7219	0.8258	0.7703	0.6264	174.0
FOOD#STYLE_OPTIONS	0.2895	0.5238	0.3729	0.2292	48.0
LOCATION#GENERAL	0.0588	0.25	0.0952	0.05	20.0
RESTAURANT#GENERAL	0.4146	0.7286	0.5285	0.3592	142.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	19.0
RESTAURANT#PRICES	0.375	0.5	0.4286	0.2727	22.0
SERVICE#GENERAL	0.6186	0.8219	0.7059	0.5455	110.0
Micro-AVG	0.5199	0.7218	0.6044	0.4331	665.0
Macro-AVG	0.4562	0.5733	0.4889		665
