	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7308	0.7308	0.7308	0.5758	33.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	2.0
DRINKS#QUALITY	0.75	0.6	0.6667	0.5	6.0
DRINKS#STYLE_OPTIONS	0.8	1.0	0.8889	0.8	5.0
FOOD#PRICES	0.5556	0.5	0.5263	0.3571	14.0
FOOD#QUALITY	0.9012	0.869	0.8848	0.7935	92.0
FOOD#STYLE_OPTIONS	0.7273	0.6154	0.6667	0.5	16.0
LOCATION#GENERAL	0.3333	0.3333	0.3333	0.2	5.0
RESTAURANT#GENERAL	0.7949	0.7561	0.775	0.6327	49.0
RESTAURANT#MISCELLANEOUS	0.1667	0.2	0.1818	0.1	20.0
RESTAURANT#PRICES	0.5	0.7778	0.6087	0.4375	16.0
SERVICE#GENERAL	0.9211	0.7955	0.8537	0.7447	47.0
Micro-AVG	0.7787	0.757	0.7677	0.623	305.0
Macro-AVG	0.6817	0.6815	0.6764		305
