	precision	recall	f1	accuracy	support
POSITIVE	0.0195	0.0179	0.0187	0.0094	424.0
NEUTRAL	0.0	0.0	0.0	0.0	17.0
NEGATIVE	0.025	0.027	0.026	0.0132	152.0
Micro-AVG	0.0203	0.0197	0.02	0.0101	593.0
Macro-AVG	0.0148	0.015	0.0149		593
