	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.5581	0.7742	0.6486	0.48	50.0
AMBIENCE#GENERAL:NEUTRAL	0.25	0.3333	0.2857	0.1667	6.0
AMBIENCE#GENERAL:NEGATIVE	0.4667	1.0	0.6364	0.4667	15.0
DRINKS#PRICES:POSITIVE	0.5	0.5	0.5	0.3333	3.0
DRINKS#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	1.0
DRINKS#PRICES:NEGATIVE	0.0	0.0	0.0	0.0	2.0
DRINKS#QUALITY:POSITIVE	0.7143	0.7143	0.7143	0.5556	9.0
DRINKS#QUALITY:NEUTRAL	0.0	0.0	0.0	0.0	1.0
DRINKS#QUALITY:NEGATIVE	0.5	1.0	0.6667	0.5	2.0
DRINKS#STYLE_OPTIONS:POSITIVE	0.25	0.25	0.25	0.1429	7.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	1.0
DRINKS#STYLE_OPTIONS:NEGATIVE	0	0	0	0	0
FOOD#PRICES:POSITIVE	0.75	0.5	0.6	0.4286	7.0
FOOD#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	1.0
FOOD#PRICES:NEGATIVE	0.3333	0.4286	0.375	0.2308	13.0
FOOD#QUALITY:POSITIVE	0.8333	0.7009	0.7614	0.6148	122.0
FOOD#QUALITY:NEUTRAL	0.8333	1.0	0.9091	0.8333	6.0
FOOD#QUALITY:NEGATIVE	0.675	0.7941	0.7297	0.5745	47.0
FOOD#STYLE_OPTIONS:POSITIVE	0.2333	0.5385	0.3256	0.1944	36.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	1.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.2857	0.4444	0.3478	0.2105	19.0
LOCATION#GENERAL:POSITIVE	0.1304	1.0	0.2308	0.1304	23.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	3.0
LOCATION#GENERAL:NEGATIVE	0.0	0.0	0.0	0.0	2.0
RESTAURANT#GENERAL:POSITIVE	0.4713	0.7885	0.5899	0.4184	98.0
RESTAURANT#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	3.0
RESTAURANT#GENERAL:NEGATIVE	0.3333	0.8235	0.4746	0.3111	45.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.0	0.0	0.0	0.0	18.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.0	0.0	0.0	0.0	5.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.0	0.0	0.0	0.0	9.0
RESTAURANT#PRICES:POSITIVE	0.8	0.6667	0.7273	0.5714	7.0
RESTAURANT#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	5.0
RESTAURANT#PRICES:NEGATIVE	0.375	0.8571	0.5217	0.3529	17.0
SERVICE#GENERAL:POSITIVE	0.75	0.8108	0.7792	0.6383	47.0
SERVICE#GENERAL:NEUTRAL	0.25	0.5	0.3333	0.2	5.0
SERVICE#GENERAL:NEGATIVE	0.619	0.7027	0.6582	0.4906	53.0
Micro-AVG	0.5152	0.693	0.591	0.4194	689.0
Macro-AVG	0.3031	0.4202	0.3351		689
