	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.5385	0.2692	0.359	0.2188	32.0
DRINKS#PRICES	0.5	0.5	0.5	0.3333	3.0
DRINKS#QUALITY	0.5	0.4	0.4444	0.2857	7.0
DRINKS#STYLE_OPTIONS	0.3333	0.25	0.2857	0.1667	6.0
FOOD#PRICES	0.6667	0.4	0.5	0.3333	12.0
FOOD#QUALITY	0.6979	0.7976	0.7444	0.5929	113.0
FOOD#STYLE_OPTIONS	0.3077	0.3077	0.3077	0.1818	22.0
LOCATION#GENERAL	0.5	0.3333	0.4	0.25	4.0
RESTAURANT#GENERAL	0.4407	0.6341	0.52	0.3514	74.0
RESTAURANT#MISCELLANEOUS	0.5	0.3	0.375	0.2308	13.0
RESTAURANT#PRICES	0.5	0.4444	0.4706	0.3077	13.0
SERVICE#GENERAL	0.6744	0.6591	0.6667	0.5	58.0
Micro-AVG	0.5843	0.5936	0.5889	0.4174	357.0
Macro-AVG	0.5133	0.4413	0.4645		357
