	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.2713	0.814	0.407	0.2555	137.0
DRINKS#PRICES	0.2	1.0	0.3333	0.2	15.0
DRINKS#QUALITY	0.5	0.5	0.5	0.3333	12.0
DRINKS#STYLE_OPTIONS	0.4444	0.6667	0.5333	0.3636	11.0
FOOD#PRICES	0.3182	0.4375	0.3684	0.2258	31.0
FOOD#QUALITY	0.6337	0.8533	0.7273	0.5714	224.0
FOOD#STYLE_OPTIONS	0.2069	0.2727	0.2353	0.1333	45.0
LOCATION#GENERAL	0.0667	0.4	0.1143	0.0606	33.0
RESTAURANT#GENERAL	0.2903	0.7714	0.4219	0.2673	202.0
RESTAURANT#MISCELLANEOUS	0.0294	0.0588	0.0392	0.02	50.0
RESTAURANT#PRICES	0.4074	0.7857	0.5366	0.3667	30.0
SERVICE#GENERAL	0.6364	0.84	0.7241	0.5676	111.0
Micro-AVG	0.4025	0.7413	0.5217	0.3529	901.0
Macro-AVG	0.3337	0.6167	0.4117		901
