	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.2868	0.8605	0.4302	0.2741	135.0
DRINKS#PRICES	0.2	1.0	0.3333	0.2	15.0
DRINKS#QUALITY	0.5	0.5	0.5	0.3333	12.0
DRINKS#STYLE_OPTIONS	0.4444	0.6667	0.5333	0.3636	11.0
FOOD#PRICES	0.3636	0.5	0.4211	0.2667	30.0
FOOD#QUALITY	0.6683	0.9	0.767	0.6221	217.0
FOOD#STYLE_OPTIONS	0.2069	0.2727	0.2353	0.1333	45.0
LOCATION#GENERAL	0.1	0.6	0.1714	0.0938	32.0
RESTAURANT#GENERAL	0.2903	0.7714	0.4219	0.2673	202.0
RESTAURANT#MISCELLANEOUS	0.0588	0.1176	0.0784	0.0408	49.0
RESTAURANT#PRICES	0.4074	0.7857	0.5366	0.3667	30.0
SERVICE#GENERAL	0.6667	0.88	0.7586	0.6111	108.0
Micro-AVG	0.4215	0.7762	0.5463	0.3758	886.0
Macro-AVG	1.0483	1.9637	1.2968		886
