	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7317	0.75	0.7407	0.5882	51.0
DRINKS#PRICES	1.0	0.8	0.8889	0.8	5.0
DRINKS#QUALITY	0.8889	1.0	0.9412	0.8889	9.0
DRINKS#STYLE_OPTIONS	1.0	0.8	0.8889	0.8	5.0
FOOD#PRICES	1.0	0.2143	0.3529	0.2143	14.0
FOOD#QUALITY	0.8803	0.8803	0.8803	0.7862	159.0
FOOD#STYLE_OPTIONS	0.7059	0.5455	0.6154	0.4444	27.0
LOCATION#GENERAL	0.6	0.6	0.6	0.4286	7.0
RESTAURANT#GENERAL	0.8289	0.8873	0.8571	0.75	84.0
RESTAURANT#MISCELLANEOUS	0.3333	0.125	0.1818	0.1	20.0
RESTAURANT#PRICES	0.4286	0.6923	0.5294	0.36	25.0
SERVICE#GENERAL	0.9242	0.8133	0.8652	0.7625	80.0
Micro-AVG	0.8223	0.7788	0.8	0.6667	486.0
Macro-AVG	0.7768	0.6757	0.6951		486
