	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6	0.5581	0.5783	0.4068	59.0
DRINKS#PRICES	0.3333	0.6667	0.4444	0.2857	7.0
DRINKS#QUALITY	0.7143	0.625	0.6667	0.5	10.0
DRINKS#STYLE_OPTIONS	1.0	0.6667	0.8	0.6667	6.0
FOOD#PRICES	0.5556	0.625	0.5882	0.4167	24.0
FOOD#QUALITY	0.8105	0.8267	0.8185	0.6927	179.0
FOOD#STYLE_OPTIONS	0.4286	0.4091	0.4186	0.2647	34.0
LOCATION#GENERAL	0.5	0.2	0.2857	0.1667	6.0
RESTAURANT#GENERAL	0.8197	0.7143	0.7634	0.6173	81.0
RESTAURANT#MISCELLANEOUS	0.5556	0.2941	0.3846	0.2381	21.0
RESTAURANT#PRICES	0.8182	0.6429	0.72	0.5625	16.0
SERVICE#GENERAL	0.8788	0.7733	0.8227	0.6988	83.0
Micro-AVG	0.7563	0.7016	0.7279	0.5722	526.0
Macro-AVG	0.6679	0.5835	0.6076		526
