	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.5699	0.803	0.6667	0.5	106.0
DRINKS#PRICES	0.5	0.25	0.3333	0.2	5.0
DRINKS#QUALITY	0.8333	0.6818	0.75	0.6	25.0
DRINKS#STYLE_OPTIONS	0.6364	0.5833	0.6087	0.4375	16.0
FOOD#PRICES	0.5333	0.6957	0.6038	0.4324	37.0
FOOD#QUALITY	0.9104	0.6166	0.7352	0.5813	332.0
FOOD#STYLE_OPTIONS	0.2977	0.7091	0.4194	0.2653	147.0
LOCATION#GENERAL	0.2812	0.6923	0.4	0.25	36.0
RESTAURANT#GENERAL	0.6851	0.8732	0.7678	0.6231	199.0
RESTAURANT#MISCELLANEOUS	0.4	0.0606	0.1053	0.0556	36.0
RESTAURANT#PRICES	0.5357	0.7143	0.6122	0.4412	34.0
SERVICE#GENERAL	0.875	0.7677	0.8179	0.6919	172.0
Micro-AVG	0.6746	0.6903	0.6824	0.5179	1145.0
Macro-AVG	0.5882	0.6206	0.5684		1145
