	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.5417	0.6341	0.5843	0.4127	63.0
DRINKS#PRICES	1.0	0.3333	0.5	0.3333	3.0
DRINKS#QUALITY	0.75	0.4286	0.5455	0.375	8.0
DRINKS#STYLE_OPTIONS	0.0	0.0	0.0	0.0	4.0
FOOD#PRICES	0.25	0.1765	0.2069	0.1154	26.0
FOOD#QUALITY	0.6042	0.6591	0.6304	0.4603	189.0
FOOD#STYLE_OPTIONS	0.0789	0.1429	0.1017	0.0536	56.0
LOCATION#GENERAL	0.2	0.25	0.2222	0.125	8.0
RESTAURANT#GENERAL	0.4848	0.6857	0.568	0.3967	121.0
RESTAURANT#MISCELLANEOUS	0.125	0.0667	0.087	0.0455	22.0
RESTAURANT#PRICES	0.0556	0.0833	0.0667	0.0345	29.0
SERVICE#GENERAL	0.6279	0.7397	0.6792	0.5143	105.0
Micro-AVG	0.4924	0.5714	0.529	0.3596	634.0
Macro-AVG	0.3932	0.35	0.3493		634
