	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6667	0.7805	0.7191	0.5614	57.0
DRINKS#PRICES	1.0	0.3333	0.5	0.3333	3.0
DRINKS#QUALITY	1.0	0.5714	0.7273	0.5714	7.0
DRINKS#STYLE_OPTIONS	0.0	0.0	0.0	0.0	4.0
FOOD#PRICES	0.6667	0.4706	0.5517	0.381	21.0
FOOD#QUALITY	0.7986	0.8712	0.8333	0.7143	161.0
FOOD#STYLE_OPTIONS	0.2632	0.4762	0.339	0.2041	49.0
LOCATION#GENERAL	0.4	0.5	0.4444	0.2857	7.0
RESTAURANT#GENERAL	0.6263	0.8857	0.7337	0.5794	107.0
RESTAURANT#MISCELLANEOUS	0.25	0.1333	0.1739	0.0952	21.0
RESTAURANT#PRICES	0.6111	0.9167	0.7333	0.5789	19.0
SERVICE#GENERAL	0.7907	0.9315	0.8553	0.7473	91.0
Micro-AVG	0.6803	0.7895	0.7309	0.5759	547.0
Macro-AVG	1.7683	1.7176	1.6527		547
