	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.2	0.75	0.3158	0.1875	16.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	8.0
AMBIENCE:POSITIVE	0.4667	0.875	0.6087	0.4375	16.0
FOOD:NEGATIVE	0.3846	0.8333	0.5263	0.3571	42.0
FOOD:NEUTRAL	0.5	1.0	0.6667	0.5	6.0
FOOD:POSITIVE	0.5897	1.0	0.7419	0.5897	39.0
PRICE:NEGATIVE	0.4	0.6667	0.5	0.3333	12.0
PRICE:NEUTRAL	0.125	1.0	0.2222	0.125	8.0
PRICE:POSITIVE	1.0	1.0	1.0	1.0	1.0
GENERAL-IMPRESSION:NEGATIVE	0.6364	0.7778	0.7	0.5385	13.0
GENERAL-IMPRESSION:NEUTRAL	0.3333	1.0	0.5	0.3333	3.0
GENERAL-IMPRESSION:POSITIVE	0.5556	0.9091	0.6897	0.5263	19.0
SERVICE:NEGATIVE	0.5263	0.7692	0.625	0.4545	22.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	6.0
SERVICE:POSITIVE	0.6207	0.9474	0.75	0.6	30.0
Micro-AVG	0.4537	0.8803	0.5988	0.4274	241.0
Macro-AVG	0.4226	0.7686	0.5231		241
