	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.4444	0.75	0.5581	0.3871	31.0
AMBIENCE:NEUTRAL	0.1667	1.0	0.2857	0.1667	6.0
AMBIENCE:POSITIVE	0.7826	0.8571	0.8182	0.6923	52.0
FOOD:NEGATIVE	0.775	0.8378	0.8052	0.6739	92.0
FOOD:NEUTRAL	0.5294	0.6	0.5625	0.3913	23.0
FOOD:POSITIVE	0.9216	0.7402	0.821	0.6963	135.0
PRICE:NEGATIVE	0.6923	0.8182	0.75	0.6	30.0
PRICE:NEUTRAL	0.6667	1.0	0.8	0.6667	3.0
PRICE:POSITIVE	1.0	0.8	0.8889	0.8	5.0
GENERAL-IMPRESSION:NEGATIVE	0.7234	0.8718	0.7907	0.6538	52.0
GENERAL-IMPRESSION:NEUTRAL	0.5	0.3333	0.4	0.25	4.0
GENERAL-IMPRESSION:POSITIVE	0.6338	0.9375	0.7563	0.6081	74.0
SERVICE:NEGATIVE	0.7353	0.8772	0.8	0.6667	75.0
SERVICE:NEUTRAL	0.3333	1.0	0.5	0.3333	3.0
SERVICE:POSITIVE	0.9552	0.8649	0.9078	0.8312	77.0
Micro-AVG	0.761	0.8232	0.7909	0.6541	662.0
Macro-AVG	0.6573	0.8192	0.6963		662
