	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8974	0.814	0.8537	0.7447	47.0
DRINKS#PRICES	0.6667	0.6667	0.6667	0.5	4.0
DRINKS#QUALITY	1.0	1.0	1.0	1.0	8.0
DRINKS#STYLE_OPTIONS	0.8571	1.0	0.9231	0.8571	7.0
FOOD#PRICES	1.0	0.375	0.5455	0.375	16.0
FOOD#QUALITY	0.9091	0.8667	0.8874	0.7975	163.0
FOOD#STYLE_OPTIONS	0.5385	0.6364	0.5834	0.4118	34.0
LOCATION#GENERAL	1.0	0.8	0.8889	0.8	5.0
RESTAURANT#GENERAL	0.7973	0.8429	0.8195	0.6941	85.0
RESTAURANT#MISCELLANEOUS	0.4667	0.4118	0.4375	0.28	25.0
RESTAURANT#PRICES	0.6667	0.8571	0.75	0.6	20.0
SERVICE#GENERAL	0.9155	0.8667	0.8904	0.8025	81.0
Micro-AVG	0.8406	0.8112	0.8256	0.703	495.0
Macro-AVG	0.8096	0.7614	0.7705		495
